assembly,Family,Strain,lane_id,Designation,Designation.source,O,H,ST131.clade,count
37035_4_19_clean_Escherichia_coli-SC5_ST95_contigs,B03852,SC5_ST95,37035_4_19,KL8A1_K1,>5000bp,O18,H7,,1
37082_8_29_clean_Escherichia_coli-SC65_ST399_contigs,B03863 ,SC65_ST399,37082_8_29,Untypeable,Both,O25,H12,,1
37035_4_24_clean_Escherichia_coli-SC240_ST8579_contigs,B03872,SC240_ST8579,37035_4_24,Untypeable,Both,O8,H16,,1
37035_4_24_clean_Escherichia_coli-SC24_ST443_contigs,B03872,SC24_ST443,37035_4_24,Untypeable,Both,O8,H16,,1
37035_4_24_clean_Escherichia_coli-SC28_ST101_contigs,B03872,SC28_ST101,37035_4_24,Untypeable,Both,O8,H16,,1
37035_4_24_clean_Escherichia_coli-SC45_ST297_contigs,B03872,SC45_ST297,37035_4_24,Untypeable,Both,O8,H16,,1
37035_4_24_clean_Escherichia_coli-SC55_ST906_contigs,B03872,SC55_ST906,37035_4_24,Untypeable,Both,O8,H16,,1
37035_4_24_clean_Escherichia_coli-SC87_ST937_contigs,B03872,SC87_ST937,37035_4_24,Untypeable,Both,O8,H16,,1
37035_4_16_clean_Escherichia_coli-SC5_ST95_contigs,B03875,SC5_ST95,37035_4_16,KL8A1_K1,>5000bp,O1,H7,,1
37082_8_28_clean_Escherichia_coli-SC30_ST372_contigs,B03879,SC30_ST372,37082_8_28,KL14_K24,>5000bp,O18,H31,,1
37035_4_28_clean_Escherichia_coli-SC5_ST95_contigs,B03880,SC5_ST95,37035_4_28,KL8A1_K1,>5000bp,Oneg,Hneg,,1
37035_4_31_clean_Escherichia_coli-SC6_ST69_contigs,B03885,SC6_ST69,37035_4_31,KL189_K52-like,>5000bp,O153-like,H18,,1
37035_5_4_clean_Escherichia_coli-SC3_ST73_contigs,B03889,SC3_ST73,37035_5_4,KL6_K5,>5000bp,O6,H1,,1
37035_4_21_clean_Escherichia_coli-SC5_ST95_contigs,B03896,SC5_ST95,37035_4_21,KL8A1_K1,>5000bp,O18,H7,,1
37035_5_12_clean_Escherichia_coli-SC17_ST58_contigs,B03921,SC17_ST58,37035_5_12,Untypeable,Both,O76,H19,,1
37035_5_12_clean_Escherichia_coli-SC24_ST443_contigs,B03921,SC24_ST443,37035_5_12,KL173,>5000bp,O76,H19,,1
37035_5_11_clean_Escherichia_coli-SC54_ST538_contigs,B03922,SC54_ST538,37035_5_11,KL8A2_K92,>5000bp,Oneg,H4,,1
37035_5_14_clean_Escherichia_coli-SC29_ST144_contigs,B03925,SC29_ST144,37035_5_14,KL8A1_K1,>5000bp,O16,H6,,1
37035_5_17_clean_Escherichia_coli-SC8_ST1193_contigs,B03931,SC8_ST1193,37035_5_17,KL6_K5,>5000bp,O75,H5,,1
37035_5_5_clean_Escherichia_coli-SC18_ST141_contigs,B03934,SC18_ST141,37035_5_5,KL8A1_K1,>5000bp,O2,H6,,1
37035_5_13_clean_Escherichia_coli-SC8_ST1193_contigs,B03940,SC8_ST1193,37035_5_13,KL6_K5,>5000bp,O75,H5,,1
18403_20_clean_Escherichia_coli-SC5_ST95_contigs,BBS0003,SC5_ST95,18403_20,KL8A1_K1,>5000bp,O1,H7,,1
18403_21_clean_Escherichia_coli-SC5_ST95_contigs,BBS0006,SC5_ST95,18403_21,KL8A1_K1,>5000bp,O18,H7,,1
18403_23_clean_Escherichia_coli-SC82_ST362_contigs,BBS0008,SC82_ST362,18403_23,KL20,>5000bp,Oneg,H6,,1
19646_5_2_clean_Escherichia_coli-SC2_ST131_contigs,BBS0011,SC2_ST131,19646_5_2,KL2_K100,>5000bp,O16,H5,A,1
19646_5_3_clean_Escherichia_coli-SC3_ST73_contigs,BBS0014,SC3_ST73,19646_5_3,KL21_K13-K23,>5000bp,O22,H1,,1
19646_5_3_clean_Escherichia_coli-SC51_ST93_contigs,BBS0014,SC51_ST93,19646_5_3,KL23,>5000bp,O22,H1,,1
37082_4_7_clean_Escherichia_coli-SC46_ST746_contigs,BBS0029,SC46_ST746,37082_4_7,Untypeable,Both,O9/Onovel11,Hneg,,1
37082_4_7_clean_Escherichia_coli-SC4_ST10_contigs,BBS0029,SC4_ST10,37082_4_7,Untypeable,Both,O9/Onovel11,Hneg,,1
19646_5_8_clean_Escherichia_coli-SC14_ST405_contigs,BBS0038,SC14_ST405,19646_5_8,KL6_K5,>5000bp,O2,H4,,1
19646_5_10_clean_Escherichia_coli-SC27_ST328_contigs,BBS0045,SC27_ST328,19646_5_10,Untypeable,Both,O85,H4,,1
19646_5_10_clean_Escherichia_coli-SC40_ST28_contigs,BBS0045,SC40_ST28,19646_5_10,Untypeable,Both,O85,H4,,1
19646_5_17_clean_Escherichia_coli-SC65_ST399_contigs,BBS0051,SC65_ST399,19646_5_17,Untypeable,Both,O21,H11,,1
20596_5_23_clean_Escherichia_coli-SC198_ST720_contigs,BBS0055,SC198_ST720,20596_5_23,KL70,>5000bp,O17,H41,,1
19646_5_20_clean_Escherichia_coli-SC2_ST131_contigs,BBS0059,SC2_ST131,19646_5_20,KL6_K5,>5000bp,O25,H4,B,1
19646_5_22_clean_Escherichia_coli-SC65_ST399_contigs,BBS0061,SC65_ST399,19646_5_22,Untypeable,Both,O27,Hneg,,1
19646_4_1_clean_Escherichia_coli-SC8_ST1193_contigs,BBS0067,SC8_ST1193,19646_4_1,KL6_K5,>5000bp,O75,H5,,1
19646_4_3_clean_Escherichia_coli-SC51_ST93_contigs,BBS0070,SC51_ST93,19646_4_3,KL7,>5000bp,Oneg,H52,,1
20596_4_1_clean_Escherichia_coli-SC12_ST410_contigs,BBS0075,SC12_ST410,20596_4_1,Untypeable,Both,O8,H27,,1
21127_7_15_clean_Escherichia_coli-SC4_ST10_contigs,C01007,SC4_ST10,21127_7_15,KL3_K2ab,>5000bp,O21/O28ab,H9,,1
21242_1_clean_Escherichia_coli-SC6_ST69_contigs,C01008,SC6_ST69,21242_1,KL36_K54-K96,>5000bp,O17,H18,,1
21127_6_16_clean_Escherichia_coli-SC3_ST73_contigs,C01010,SC3_ST73,21127_6_16,KL3_K2ab,>5000bp,O134,H31,,1
21127_6_16_clean_Escherichia_coli-SC60_ST420_contigs,C01010,SC60_ST420,21127_6_16,KL8A1_K1,>5000bp,O134,H31,,1
37081_1_32_clean_Escherichia_coli-SC39_ST117_contigs,C01049,SC39_ST117,37081_1_32,Untypeable,Both,O24,H4,,1
21127_6_14_clean_Escherichia_coli-SC33_ST357_contigs,C01052,SC33_ST357,21127_6_14,KL8A1_K1,>5000bp,O129,H4,,1
21242_7_clean_Escherichia_coli-SC51_ST93_contigs,C01070,SC51_ST93,21242_7,KL107_K4-like,>5000bp,O11,H10,,1
21127_7_8_clean_Escherichia_coli-SC28_ST101_contigs,C01075,SC28_ST101,21127_7_8,Untypeable,Both,O100,H21,,1
21242_8_clean_Escherichia_coli-SC121_ST452_contigs,C01201,SC121_ST452,21242_8,KL5,>5000bp,O25,Hneg,,1
21242_28_clean_Escherichia_coli-SC6_ST69_contigs,C01201,SC6_ST69,21242_28,Untypeable,Both,O25,Hneg,,1
25076_4_5_clean_Escherichia_coli-SC10_ST17_contigs,C01202,SC10_ST17,25076_4_5,KL35,>5000bp,O8/O15,H12/H54,,1
25076_4_5_clean_Escherichia_coli-SC12_ST410_contigs,C01202,SC12_ST410,25076_4_5,KL35,>5000bp,O8/O15,H12/H54,,1
25076_4_5_clean_Escherichia_coli-SC167_ST68_contigs,C01202,SC167_ST68,25076_4_5,KL35,>5000bp,O8/O15,H12/H54,,1
25076_4_5_clean_Escherichia_coli-SC17_ST58_contigs,C01202,SC17_ST58,25076_4_5,KL35,>5000bp,O8/O15,H12/H54,,1
25076_4_5_clean_Escherichia_coli-SC4_ST10_contigs,C01202,SC4_ST10,25076_4_5,KL35,>5000bp,O8/O15,H12/H54,,1
21242_15_clean_Escherichia_coli-SC147_ST2178_contigs,C01204,SC147_ST2178,21242_15,Untypeable,Both,O84,H18,,1
21242_15_clean_Escherichia_coli-SC6_ST69_contigs,C01204,SC6_ST69,21242_15,KL112,<5000bp,O84,H18,,1
24211_2_2_clean_Escherichia_coli-SC6_ST69_contigs,C01288,SC6_ST69,24211_2_2,KL189_K52-like,>5000bp,O86,H18,,1
21673_14_clean_Escherichia_coli-SC65_ST399_contigs,C01329,SC65_ST399,21673_14,Untypeable,Both,O154,H9,,1
21242_48_clean_Escherichia_coli-SC201_ST543_contigs,C01381,SC201_ST543,21242_48,Untypeable,Both,O169,H9,,1
24211_2_12_clean_Escherichia_coli-SC4_ST10_contigs,C01382,SC4_ST10,24211_2_12,Untypeable,Both,Onovel32,H10,,1
25076_4_6_clean_Escherichia_coli-SC65_ST399_contigs,C01382,SC65_ST399,25076_4_6,Untypeable,Both,O21,Hneg,,1
25076_4_6_clean_Escherichia_coli-SC70_ST607_contigs,C01382,SC70_ST607,25076_4_6,Untypeable,Both,O21,Hneg,,1
37273_7_2_clean_Escherichia_coli-SC3_ST73_contigs,C01383,SC3_ST73,37273_7_2,KL91_K5-like,>5000bp,O6,Hneg,,1
21523_4_4_clean_Escherichia_coli-SC3_ST73_contigs,C01387,SC3_ST73,21523_4_4,KL6_K5,>5000bp,O6,H1,,1
21673_3_clean_Escherichia_coli-SC17_ST58_contigs,C01389,SC17_ST58,21673_3,KL17,<5000bp,O86,H51,,1
21673_2_clean_Escherichia_coli-SC15_ST648_contigs,C01390,SC15_ST648,21673_2,KL114_K2-like,>5000bp,O153-like,H42,,1
21673_2_clean_Escherichia_coli-SC16_ST38_contigs,C01390,SC16_ST38,21673_2,KL114_K2-like,>5000bp,O153-like,H42,,1
25076_4_7_clean_Escherichia_coli-SC22_ST398_contigs,C01392,SC22_ST398,25076_4_7,Untypeable,Both,Oneg,H37,,1
25076_4_7_clean_Escherichia_coli-SC46_ST746_contigs,C01392,SC46_ST746,25076_4_7,Untypeable,Both,Oneg,H37,,1
25076_4_7_clean_Escherichia_coli-SC8_ST1193_contigs,C01392,SC8_ST1193,25076_4_7,Untypeable,Both,Oneg,H37,,1
25076_4_8_clean_Escherichia_coli-SC76_ST722_contigs,C01429,SC76_ST722,25076_4_8,Untypeable,Both,O145,Hneg,,1
21523_4_8_clean_Escherichia_coli-SC17_ST58_contigs,C01442,SC17_ST58,21523_4_8,Untypeable,Both,O8,H30,,1
21673_29_clean_Escherichia_coli-SC102_ST973_contigs,C01443,SC102_ST973,21673_29,KL39,>5000bp,O11,H15,,1
21842_3_24_clean_Escherichia_coli-SC3_ST73_contigs,C01447,SC3_ST73,21842_3_24,KL6_K5,>5000bp,O25,H1,,1
24211_3_4_clean_Escherichia_coli-SC17_ST58_contigs,C01485,SC17_ST58,24211_3_4,Untypeable,Both,O8,H25,,1
21673_37_clean_Escherichia_coli-SC3_ST73_contigs,C01488,SC3_ST73,21673_37,KL21_K13-K23,>5000bp,O12,H4,,1
21673_37_clean_Escherichia_coli-SC4_ST10_contigs,C01488,SC4_ST10,21673_37,KL8A1_K1,>5000bp,O12,H4,,1
37273_3_3_clean_Escherichia_coli-SC12_ST410_contigs,C01510,SC12_ST410,37273_3_3,Untypeable,Both,O8,H4,,1
21842_4_6_clean_Escherichia_coli-SC2_ST131_contigs,C01529,SC2_ST131,21842_4_6,KL2_K100,>5000bp,O16,H5,A,1
24759_5_18_clean_Escherichia_coli-SC246_ST1163_contigs,C01530,SC246_ST1163,24759_5_18,Untypeable,Both,O171,H23,,1
21842_4_9_clean_Escherichia_coli-SC6_ST69_contigs,C01530,SC6_ST69,21842_4_9,Untypeable,Both,O17,H18,,1
24469_7_5_clean_Escherichia_coli-SC43_ST206_contigs,C01531,SC43_ST206,24469_7_5,Untypeable,Both,O153-like,H40,,1
24211_3_2_clean_Escherichia_coli-SC4_ST10_contigs,C01531,SC4_ST10,24211_3_2,Untypeable,Both,Oneg,H2,,1
21842_4_12_clean_Escherichia_coli-SC33_ST357_contigs,C01560,SC33_ST357,21842_4_12,KL8A1_K1,>5000bp,O129,H4,,1
25076_4_11_clean_Escherichia_coli-SC67_ST381_contigs,C01658,SC67_ST381,25076_4_11,Untypeable,Both,O119,H8,,1
25076_4_12_clean_Escherichia_coli-SC56_ST501_contigs,C01660,SC56_ST501,25076_4_12,KL183,>5000bp,O17,H1,,1
24469_7_19_clean_Escherichia_coli-SC61_ST91_contigs,C01661,SC61_ST91,24469_7_19,KL29_K4,>5000bp,O39/OgN12,H4,,1
24469_7_19_clean_Escherichia_coli-SC99_ST1727_contigs,C01661,SC99_ST1727,24469_7_19,Untypeable,Both,O39/OgN12,H4,,1
24211_3_17_clean_Escherichia_coli-SC3_ST73_contigs,C01667,SC3_ST73,24211_3_17,KL6_K5,>5000bp,O6,H1,,1
21940_3_1_clean_Escherichia_coli-SC20_ST59_contigs,C01690,SC20_ST59,21940_3_1,KL8A1_K1,>5000bp,O18,H31,,1
21940_3_1_clean_Escherichia_coli-SC30_ST372_contigs,C01690,SC30_ST372,21940_3_1,KL14_K24,>5000bp,O18,H31,,1
21940_3_2_clean_Escherichia_coli-SC8_ST1193_contigs,C01690,SC8_ST1193,21940_3_2,Untypeable,Both,O18,H31,,1
25076_4_14_clean_Escherichia_coli-SC135_ST1041_contigs,C01696,SC135_ST1041,25076_4_14,KL53_K2-like,<5000bp,O157,H39,,1
25076_4_14_clean_Escherichia_coli-SC188_ST3076_contigs,C01696,SC188_ST3076,25076_4_14,KL53_K2-like,<5000bp,O157,H39,,1
25076_4_14_clean_Escherichia_coli-SC40_ST28_contigs,C01696,SC40_ST28,25076_4_14,KL53_K2-like,<5000bp,O157,H39,,1
25076_4_14_clean_Escherichia_coli-SC64_ST394_contigs,C01696,SC64_ST394,25076_4_14,KL53_K2-like,<5000bp,O157,H39,,1
21842_4_16_clean_Escherichia_coli-SC6_ST69_contigs,C01696,SC6_ST69,21842_4_16,KL36_K54-K96,>5000bp,O17,H18,,1
25076_4_14_clean_Escherichia_coli-SC70_ST607_contigs,C01696,SC70_ST607,25076_4_14,Untypeable,Both,O157,H39,,1
25013_1_22_clean_Escherichia_coli-SC27_ST328_contigs,C01697,SC27_ST328,25013_1_22,Untypeable,Both,O76/O157,H16,,1
25013_1_22_clean_Escherichia_coli-SC3_ST73_contigs,C01697,SC3_ST73,25013_1_22,KL91_K5-like,<5000bp,O76/O157,H16,,1
25013_1_22_clean_Escherichia_coli-SC4_ST10_contigs,C01697,SC4_ST10,25013_1_22,Untypeable,Both,O76/O157,H16,,1
22178_6_7_clean_Escherichia_coli-SC40_ST28_contigs,C01700,SC40_ST28,22178_6_7,Untypeable,Both,O113,H6,,1
37273_3_24_clean_Escherichia_coli-SC3_ST73_contigs,C01702,SC3_ST73,37273_3_24,KL6_K5,>5000bp,O6,H1,,1
24469_7_16_clean_Escherichia_coli-SC3_ST73_contigs,C01748,SC3_ST73,24469_7_16,KL6_K5,>5000bp,O6,H1,,1
25013_2_1_clean_Escherichia_coli-SC2_ST131_contigs,C01750,SC2_ST131,25013_2_1,KL6_K5,>5000bp,O25,H4,B,1
25076_4_15_clean_Escherichia_coli-SC4_ST10_contigs,C01750,SC4_ST10,25076_4_15,Untypeable,Both,O162,H10,,1
25076_4_16_clean_Escherichia_coli-SC54_ST538_contigs,C01751,SC54_ST538,25076_4_16,KL8A2_K92,>5000bp,O129,H4,,1
21842_4_18_clean_Escherichia_coli-SC70_ST607_contigs,C01752,SC70_ST607,21842_4_18,Untypeable,Both,O173,H47,,1
24469_7_14_clean_Escherichia_coli-SC4_ST10_contigs,C01753,SC4_ST10,24469_7_14,Untypeable,Both,Oneg,Hneg,,1
21842_4_19_clean_Escherichia_coli-SC77_ST409_contigs,C01753,SC77_ST409,21842_4_19,Untypeable,Both,O34,H38/H55,,1
37273_3_21_clean_Escherichia_coli-SC69_ST349_contigs,C01755,SC69_ST349,37273_3_21,KL8A1_K1,>5000bp,O86,H2,,1
25076_4_17_clean_Escherichia_coli-SC162_ST108_contigs,C01756,SC162_ST108,25076_4_17,KL86_K12,>5000bp,O129,H15,,1
25076_4_17_clean_Escherichia_coli-SC4_ST10_contigs,C01756,SC4_ST10,25076_4_17,Untypeable,Both,O129,H15,,1
23164_6_10_clean_Escherichia_coli-SC66_ST135_contigs,C01756,SC66_ST135,23164_6_10,KL14_K24,>5000bp,O83,H1,,1
24469_7_11_clean_Escherichia_coli-SC50_ST457_contigs,C01757,SC50_ST457,24469_7_11,KL28_K53,>5000bp,O11,H25,,1
25076_4_18_clean_Escherichia_coli-SC17_ST58_contigs,C01758,SC17_ST58,25076_4_18,Untypeable,Both,O45,Hneg,,1
25076_4_18_clean_Escherichia_coli-SC325_ST3853_contigs,C01758,SC325_ST3853,25076_4_18,Untypeable,Both,O45,Hneg,,1
25076_4_18_clean_Escherichia_coli-SC52_ST295_contigs,C01758,SC52_ST295,25076_4_18,Untypeable,Both,O45,Hneg,,1
22178_6_10_clean_Escherichia_coli-SC6_ST69_contigs,C01758,SC6_ST69,22178_6_10,KL7,>5000bp,O17,H18,,1
23164_6_12_clean_Escherichia_coli-SC145_ST1170_contigs,C01831,SC145_ST1170,23164_6_12,KL42,>5000bp,Onovel3,H4,,1
21989_7_23_clean_Escherichia_coli-SC3_ST73_contigs,C01832,SC3_ST73,21989_7_23,KL6_K5,>5000bp,O6,H1,,1
25013_3_16_clean_Escherichia_coli-SC3_ST73_contigs,C01834,SC3_ST73,25013_3_16,KL6_K5,>5000bp,O6,H1,,1
23164_6_11_clean_Escherichia_coli-SC6_ST69_contigs,C01837,SC6_ST69,23164_6_11,KL189_K52-like,>5000bp,O9/O25,H4,,1
21999_3_10_clean_Escherichia_coli-SC29_ST144_contigs,C01840,SC29_ST144,21999_3_10,KL8A1_K1,>5000bp,O16,H6,,1
21999_3_12_clean_Escherichia_coli-SC2_ST131_contigs,C01841,SC2_ST131,21999_3_12,KL6_K5,>5000bp,O25,H4,B,1
25076_4_21_clean_Escherichia_coli-SC4_ST10_contigs,C01841,SC4_ST10,25076_4_21,Untypeable,Both,O21,H12,,1
25013_2_10_clean_Escherichia_coli-SC20_ST59_contigs,C01843,SC20_ST59,25013_2_10,KL8A1_K1,<5000bp,Oneg,Hneg,,1
24469_7_20_clean_Escherichia_coli-SC2_ST131_contigs,C01844,SC2_ST131,24469_7_20,Untypeable,Both,O25,H4,C1,1
21999_3_16_clean_Escherichia_coli-SC3_ST73_contigs,C01844,SC3_ST73,21999_3_16,KL3_K2ab,>5000bp,O6,H1,,1
23584_5_14_clean_Escherichia_coli-SC3_ST73_contigs,C01846,SC3_ST73,23584_5_14,KL21_K13-K23,>5000bp,O22,H1,,1
22178_6_14_clean_Escherichia_coli-SC60_ST420_contigs,C01871,SC60_ST420,22178_6_14,KL8A1_K1,>5000bp,O134,H31,,1
25076_4_23_clean_Escherichia_coli-SC54_ST538_contigs,C01913,SC54_ST538,25076_4_23,KL8A2_K92,>5000bp,O129,Hneg,,1
25076_7_20_clean_Escherichia_coli-SC5_ST95_contigs,C01915,SC5_ST95,25076_7_20,KL8A1_K1,>5000bp,O18,H7,,1
21999_4_2_clean_Escherichia_coli-SC8_ST1193_contigs,C01915,SC8_ST1193,21999_4_2,KL6_K5,>5000bp,O75,H5,,1
23430_6_6_clean_Escherichia_coli-SC4_ST10_contigs,C01916,SC4_ST10,23430_6_6,KL6_K5,<5000bp,Oneg,H16,,1
24469_4_23_clean_Escherichia_coli-SC89_ST542_contigs,C01916,SC89_ST542,24469_4_23,KL91_K5-like,<5000bp,O45,Hneg,,1
21999_4_6_clean_Escherichia_coli-SC147_ST2178_contigs,C01917,SC147_ST2178,21999_4_6,Untypeable,Both,Oneg,Hneg,,1
25076_5_19_clean_Escherichia_coli-SC22_ST398_contigs,C01917,SC22_ST398,25076_5_19,Untypeable,Both,O104,H7,,1
21999_4_5_clean_Escherichia_coli-SC24_ST443_contigs,C01917,SC24_ST443,21999_4_5,Untypeable,Both,Oneg,Hneg,,1
25076_5_19_clean_Escherichia_coli-SC282_ST2351_contigs,C01917,SC282_ST2351,25076_5_19,Untypeable,Both,O104,H7,,1
21999_4_7_clean_Escherichia_coli-SC28_ST101_contigs,C01917,SC28_ST101,21999_4_7,Untypeable,Both,Oneg,Hneg,,1
25076_5_19_clean_Escherichia_coli-SC73_ST156_contigs,C01917,SC73_ST156,25076_5_19,Untypeable,Both,O104,H7,,1
25076_5_19_clean_Escherichia_coli-SC99_ST1727_contigs,C01917,SC99_ST1727,25076_5_19,Untypeable,Both,O104,H7,,1
21999_4_12_clean_Escherichia_coli-SC105_ST636_contigs,C01919,SC105_ST636,21999_4_12,KL5,>5000bp,O83,H7,,1
25076_4_24_clean_Escherichia_coli-SC4_ST10_contigs,C01919,SC4_ST10,25076_4_24,Untypeable,Both,Oneg,Hneg,,1
21999_4_13_clean_Escherichia_coli-SC5_ST95_contigs,C01929,SC5_ST95,21999_4_13,KL8A1_K1,>5000bp,O1,H7,,1
21999_4_16_clean_Escherichia_coli-SC8_ST1193_contigs,C01929,SC8_ST1193,21999_4_16,KL6_K5,>5000bp,O75,H5,,1
21999_4_17_clean_Escherichia_coli-SC4_ST10_contigs,C01930,SC4_ST10,21999_4_17,Untypeable,Both,Oneg,H10,,1
24211_4_20_clean_Escherichia_coli-SC6_ST69_contigs,C01959,SC6_ST69,24211_4_20,KL36_K54-K96,>5000bp,O17,H18,,1
24469_3_24_clean_Escherichia_coli-SC5_ST95_contigs,C01960,SC5_ST95,24469_3_24,KL8A1_K1,>5000bp,O18,H7,,1
24469_2_21_clean_Escherichia_coli-SC6_ST69_contigs,C01962,SC6_ST69,24469_2_21,KL14_K24,<5000bp,O25,H18,,1
21999_4_23_clean_Escherichia_coli-SC4_ST10_contigs,C01990,SC4_ST10,21999_4_23,KL15_K10,<5000bp,O129,H11,,1
21999_4_21_clean_Escherichia_coli-SC79_ST978_contigs,C01990,SC79_ST978,21999_4_21,KL23,>5000bp,O4,H27,,1
22178_6_22_clean_Escherichia_coli-SC60_ST420_contigs,C01991,SC60_ST420,22178_6_22,KL8A1_K1,>5000bp,O134,H31,,1
22178_7_2_clean_Escherichia_coli-SC162_ST108_contigs,C01994,SC162_ST108,22178_7_2,KL86_K12,>5000bp,O129,H15,,1
25076_5_2_clean_Escherichia_coli-SC20_ST59_contigs,C01994,SC20_ST59,25076_5_2,KL8A1_K1,>5000bp,O1,H7,,1
25076_5_2_clean_Escherichia_coli-SC45_ST297_contigs,C01994,SC45_ST297,25076_5_2,Untypeable,Both,O1,H7,,1
25076_5_2_clean_Escherichia_coli-SC58_ST2773_contigs,C01994,SC58_ST2773,25076_5_2,Untypeable,Both,O1,H7,,1
37081_3_8_clean_Escherichia_coli-SC82_ST362_contigs,C01998,SC82_ST362,37081_3_8,KL140_K7-like,>5000bp,O7,H6,,1
22178_7_13_clean_Escherichia_coli-SC11_ST127_contigs,C02047,SC11_ST127,22178_7_13,KL137_K14-like,<5000bp,Oneg,H31,,1
22178_7_16_clean_Escherichia_coli-SC168_ST115_contigs,C02047,SC168_ST115,22178_7_16,KL5,>5000bp,O102,H6,,1
25076_5_3_clean_Escherichia_coli-SC109_ST327_contigs,C02056,SC109_ST327,25076_5_3,Untypeable,Both,O111,Hneg,,1
24469_5_9_clean_Escherichia_coli-SC4_ST10_contigs,C02056,SC4_ST10,24469_5_9,Untypeable,Both,Oneg,Hneg,,1
24211_5_3_clean_Escherichia_coli-SC77_ST409_contigs,C02056,SC77_ST409,24211_5_3,Untypeable,Both,O21,H38/H55,,1
24211_5_4_clean_Escherichia_coli-SC175_ST1136_contigs,C02057,SC175_ST1136,24211_5_4,Untypeable,Both,O59,H19,,1
24211_4_19_clean_Escherichia_coli-SC2_ST131_contigs,C02057,SC2_ST131,24211_4_19,KL6_K5,>5000bp,O25,H4,C1,1
24469_5_7_clean_Escherichia_coli-SC11_ST127_contigs,C02058,SC11_ST127,24469_5_7,KL137_K14-like,>5000bp,O21,H12,,1
24469_5_7_clean_Escherichia_coli-SC77_ST409_contigs,C02058,SC77_ST409,24469_5_7,Untypeable,Both,O21,H12,,1
24469_7_22_clean_Escherichia_coli-SC141_ST6260_contigs,C02061,SC141_ST6260,24469_7_22,Untypeable,Both,O132,Hneg,,1
24469_7_22_clean_Escherichia_coli-SC17_ST58_contigs,C02061,SC17_ST58,24469_7_22,Untypeable,Both,O132,Hneg,,1
24469_7_22_clean_Escherichia_coli-SC3_ST73_contigs,C02061,SC3_ST73,24469_7_22,KL21_K13-K23,>5000bp,O132,Hneg,,1
24469_7_22_clean_Escherichia_coli-SC4_ST10_contigs,C02061,SC4_ST10,24469_7_22,Untypeable,Both,O132,Hneg,,1
24469_7_22_clean_Escherichia_coli-SC6_ST69_contigs,C02061,SC6_ST69,24469_7_22,Untypeable,Both,O132,Hneg,,1
22178_7_21_clean_Escherichia_coli-SC2_ST131_contigs,C02062,SC2_ST131,22178_7_21,KL6_K5,>5000bp,O25,H4,C1,1
24469_3_15_clean_Escherichia_coli-SC81_ST13_contigs,C02062,SC81_ST13,24469_3_15,Untypeable,Both,O156,H8,,1
25076_5_4_clean_Escherichia_coli-SC145_ST1170_contigs,C02130,SC145_ST1170,25076_5_4,KL42,>5000bp,Onovel3,Hneg,,1
25013_3_21_clean_Escherichia_coli-SC46_ST746_contigs,C02130,SC46_ST746,25013_3_21,Untypeable,Both,Oneg,Hneg,,1
25013_3_21_clean_Escherichia_coli-SC4_ST10_contigs,C02130,SC4_ST10,25013_3_21,Untypeable,Both,Oneg,Hneg,,1
25013_3_21_clean_Escherichia_coli-SC80_ST7077_contigs,C02130,SC80_ST7077,25013_3_21,Untypeable,Both,Oneg,Hneg,,1
23430_6_9_clean_Escherichia_coli-SC2_ST131_contigs,C02131,SC2_ST131,23430_6_9,KL30,>5000bp,O25,H4,C2,1
23430_6_11_clean_Escherichia_coli-SC29_ST144_contigs,C02143,SC29_ST144,23430_6_11,KL8A1_K1,>5000bp,O16,H6,,1
25076_5_5_clean_Escherichia_coli-SC30_ST372_contigs,C02143,SC30_ST372,25076_5_5,KL14_K24,>5000bp,O83,H31,,1
23584_5_21_clean_Escherichia_coli-SC66_ST135_contigs,C02180,SC66_ST135,23584_5_21,KL14_K24,>5000bp,O83,H1,,1
24469_3_19_clean_Escherichia_coli-SC147_ST2178_contigs,C02190,SC147_ST2178,24469_3_19,Untypeable,Both,O147,H7,,1
24469_3_19_clean_Escherichia_coli-SC24_ST443_contigs,C02190,SC24_ST443,24469_3_19,Untypeable,Both,O147,H7,,1
24469_3_19_clean_Escherichia_coli-SC28_ST101_contigs,C02190,SC28_ST101,24469_3_19,Untypeable,Both,O147,H7,,1
24469_3_19_clean_Escherichia_coli-SC45_ST297_contigs,C02190,SC45_ST297,24469_3_19,Untypeable,Both,O147,H7,,1
24469_3_19_clean_Escherichia_coli-SC55_ST906_contigs,C02190,SC55_ST906,24469_3_19,Untypeable,Both,O147,H7,,1
24469_3_19_clean_Escherichia_coli-SC74_ST540_contigs,C02190,SC74_ST540,24469_3_19,Untypeable,Both,O147,H7,,1
24469_3_19_clean_Escherichia_coli-SC77_ST409_contigs,C02190,SC77_ST409,24469_3_19,Untypeable,Both,O147,H7,,1
24469_3_19_clean_Escherichia_coli-SC99_ST1727_contigs,C02190,SC99_ST1727,24469_3_19,Untypeable,Both,O147,H7,,1
24759_5_22_clean_Escherichia_coli-SC24_ST443_contigs,C02223,SC24_ST443,24759_5_22,Untypeable,Both,Oneg,H8,,1
24759_5_22_clean_Escherichia_coli-SC28_ST101_contigs,C02223,SC28_ST101,24759_5_22,Untypeable,Both,Oneg,H8,,1
24759_5_22_clean_Escherichia_coli-SC314_ST2186_contigs,C02223,SC314_ST2186,24759_5_22,Untypeable,Both,Oneg,H8,,1
